1:-114.62189887498066 2:5.233434006994958 3:3.636640949116457 4:3.6385301907812346 5:3.6713609121842814 6:1.5394380908151954 7:1.2344398754107901 8:-1.2502675821482385 9:-1.8582039455754953 10:-1.7849528274184117 11:0.10313868472979904 12:0.5935095081743458 
1:-106.19911817066439 2:3.856788667881375 3:2.2172643715702582 4:4.065313021796447 5:0.12203740445065492 6:-1.3371054036251815 7:0.6699381090889887 8:0.2612306709592378 9:4.138283633861323 10:2.1301209327901143 11:0.42810607422715696 12:2.9936740583737316 
1:-110.5499341785322 2:5.674073580583861 3:-3.3346905080352256 4:1.0351692586800354 5:-0.28412096596135683 6:3.510073441262444 7:1.0593346758072233 8:0.28842526504046084 9:3.7154404896255393 10:-0.35392711915423414 11:-2.092091344869051 12:0.2868459136704331 
1:-107.05836116813647 2:4.222574281112902 3:-0.536020442556763 4:6.14280761026091 5:2.6546979467674388 6:1.9232756384256922 7:-0.05671290007755214 8:-0.9681748002391322 9:3.9062361627153135 10:0.36456862783639155 11:0.09263005302498639 12:1.3194875987614392 
1:-109.77326689687304 2:3.2745224009690803 3:-5.909110258067512 4:1.7187740214895948 5:-0.539096012300043 6:0.6584146715463262 7:0.5136368663479081 8:2.408153872270836 9:5.252107455011725 10:0.8773854644935684 11:1.324238616327309 12:1.253706170534231 
1:-111.16588034893945 2:4.197724496146231 3:-5.109368841709691 4:2.2930322998349095 5:0.023657946300260413 6:0.2755964155660653 7:-0.15020885557374086 8:0.870199133448573 9:2.8962995930493207 10:-1.7093816291200215 11:-3.4044783398483496 12:0.6807005165693902 
1:-108.16353814701367 2:3.0126236410538967 3:-0.2979635192756329 4:0.42953568929371055 5:4.0963023983940925 6:2.682129599075574 7:1.9427607319080797 8:0.5442459708660667 9:-1.6175210299620122 10:-1.2193528572541243 11:-0.4070847074924586 12:0.3922720835639959 
1:-111.14292371320991 2:-0.3266908631593717 3:-3.6908571176691964 4:3.628234336438883 5:2.477893561920093 6:1.176022734748456 7:0.12517900075158783 8:1.4548139988297284 9:5.658351665168715 10:0.8870882597942025 11:-3.5849634027096604 12:-1.0890610728520032 
1:-103.36382727914692 2:4.184453152211237 3:-5.176873276510675 4:1.4218969599600246 5:1.834066413383392 6:0.1997184142195505 7:1.358272147049962 8:-0.750917338508982 9:1.8965605180072518 10:-0.4441291092109245 11:-3.9454032872640403 12:-1.7220798817397012 
1:-106.73457806175341 2:5.694848633197419 3:-4.403959883355905 4:2.1254777335206967 5:1.438394963815142 6:4.156497822190447 7:1.4183739771030002 8:1.5208385267810836 9:6.939121190941562 10:0.038413131003210754 11:-2.2659744210739867 12:0.14130593979699713 
1:-107.92957952072943 2:2.4597130757689896 3:-4.246212464490687 4:3.246978342887118 5:0.29787070878124755 6:2.988403745642356 7:0.40726313031254735 8:-1.4435419453355127 9:3.234694792367942 10:-2.7639347543116566 11:-2.5593436522499555 12:-2.016097681048889 
1:-108.07070742639502 2:4.271035725442314 3:-3.9370787886196097 4:2.578954960030902 5:0.5460279394755396 6:3.1489603755460873 7:-0.54859413823098 8:-2.926861771134881 9:2.5313620976336755 10:-1.6026876743652716 11:-1.6488865072090302 12:0.516184776927803 
1:-113.67058066854295 2:1.0415153259681542 3:-5.667965917580693 4:3.900847685342749 5:1.1067505752715725 6:3.3880015572014863 7:0.07002997979721037 8:0.2735215790636616 9:2.926673633786452 10:-0.6089752150546843 11:-0.3988942172223995 12:-1.750623680901629 
1:-106.2732857384181 2:5.5263796047086595 3:-3.2588824785612056 4:4.857011053192467 5:2.3011892987774667 6:2.665689485701355 7:0.3632378177840252 8:0.37528704231330945 9:0.6269522429044176 10:-1.9856651764721809 11:1.9081962877205303 12:1.1112409826020495 
1:-107.59407579040422 2:3.9642583290656956 3:-7.271203960628785 4:3.9536678984039506 5:0.3604458195754878 6:0.15337460549369863 7:1.3480462843495769 8:3.5629502305810354 9:3.523865072140106 10:-1.3805467061081793 11:-1.7112520923659098 12:-3.7828188826398415 
1:-104.7566882105266 2:4.048089194355364 3:-7.5439175173319875 4:2.464702574466418 5:1.114595941972789 6:-1.2038663080736098 7:-0.5276674527270786 8:-1.6708474739820636 9:1.6222769265252568 10:-3.471744167663041 11:-2.487741635049807 12:-2.4923517854895785 
1:-104.79764696968316 2:2.3784741500423046 3:-2.9627151097961915 4:1.5341548161374416 5:-1.8994151599589921 6:-0.6237673164045212 7:-0.2825232365455763 8:1.2898471224031387 9:5.751040410701306 10:0.7882111531507761 11:-3.499039393187503 12:-0.8673893198248686 
1:-102.86134307897073 2:4.024137998491289 3:-1.8981010444060717 4:2.499576627894333 5:-0.7718075292829014 6:-1.1197722184259424 7:-0.049446960872197465 8:1.1378425619301535 9:3.583437380822538 10:1.9749384199821924 11:0.47562653090820595 12:-1.6355280558056555 
1:-111.6858312298396 2:3.7960330487642397 3:-3.321498998811699 4:4.795161267830551 5:0.0822867099524296 6:-0.44029417533573456 7:1.044108557724606 8:-0.9507234373830742 9:1.9580583539360137 10:-1.6189039027771215 11:-2.2516109523971544 12:-2.1934287347295722 
1:-106.0601947705193 2:5.637569457951686 3:-2.6923257046422107 4:2.403149375013063 5:1.850367980264735 6:1.6350210927441813 7:-0.3118580245777429 8:-0.17817540540593013 9:2.904618509825814 10:-1.6113666006436027 11:0.8370281376103836 12:-3.348457167287182 
1:-101.63801670103823 2:7.635669354947367 3:-3.225640880420099 4:1.8687169280560836 5:0.5344699497190102 6:1.0490218861923366 7:0.8617447182060847 8:-1.444694411055624 9:3.2834977831168355 10:-4.379924144745197 11:-0.5728521311004924 12:-0.10190203814722976 
1:-109.20597521206851 2:1.7811332954418555 3:-7.206464129832389 4:-1.1460510790549172 5:-0.9399584633834941 6:0.7069068222147732 7:-0.05336484959665011 8:1.5633499378133062 9:3.323563671325934 10:-0.456157198625478 11:1.6768041488901062 12:2.8026994521393616 
1:-100.64814072093881 2:8.473436413480474 3:-6.5166297060466185 4:3.142626407687921 5:0.1364330209504505 6:0.1495751799329117 7:0.013529080605216848 8:0.0019421403408093063 9:2.29592016661662 10:-1.4646647875557042 11:-2.1154506449688437 12:-2.887748708177571 
1:-103.00535262974974 2:4.818302305101028 3:-4.649804669307992 4:3.316941394994456 5:-1.9583342183907346 6:-0.9060680040164923 7:-0.06655697847947728 8:2.859779779678597 9:4.507113677092278 10:1.6855483083955676 11:-0.32692693365310754 12:0.2260625008511088 
1:-105.57087140210443 2:7.885180215412694 3:-1.9349558798739919 4:6.5433888485332865 5:-2.2416780039893935 6:-2.155512238399793 7:0.5369757329117046 8:1.7009440830958225 9:3.457581118582067 10:-0.9189053454582647 11:-0.5527928556583754 12:-0.7546010185386653 
1:-99.12261451876242 2:9.324296019221194 3:-0.4701200067863498 4:1.5493558084334156 5:-0.925559614320739 6:-0.9344885133991601 7:0.7028759801179549 8:0.12778866108189302 9:1.0787281825109107 10:-0.29381647128939514 11:0.5227802068721963 12:0.9027772654819755 
1:-107.7575806332783 2:6.489690385631831 3:-3.12541314982378 4:2.1140968972074266 5:-4.647224198688017 6:-1.509004736564691 7:-1.3739701918562193 8:2.6397164721904502 9:6.173984295576579 10:-0.19314527648113788 11:-1.4821872820439204 12:-2.090207261876742 
1:-105.60303885838533 2:6.710124105039805 3:-2.162716027823009 4:3.6767521417880697 5:-2.1928219252163856 6:0.15090886763880862 7:1.74856986170603 8:-0.8854536931979076 9:2.243690989661195 10:-0.8675364062544118 11:0.29195388354256924 12:-1.2319476660665392 
1:-106.22518260883788 2:7.198026778441043 3:-3.3562154566020173 4:-0.2735997097379599 5:-4.94102710640799 6:-2.1233026956740586 7:1.0915071110567496 8:0.7255276518785618 9:3.6680809846152433 10:2.507362394976309 11:1.143037430597437 12:-1.8035957223598325 
1:-105.3775538338107 2:6.779311043522102 3:-4.482822344852834 4:1.1911505520059467 5:-4.471832623783515 6:-0.7053738419722881 7:1.510325198616541 8:-0.667193828444772 9:2.200781851018861 10:1.4820329847556684 11:0.013052167335136033 12:-2.1373394813329547 
1:-105.84927667499751 2:7.80560776995751 3:-1.5158611342963217 4:2.7080672074320593 5:0.054108465164318886 6:0.18639749424977214 7:2.3386700540242997 8:2.9530134227134646 9:3.1064540561263483 10:0.33212780317022084 11:-1.012600769455327 12:-0.08447580793836584 
1:-107.1031883226054 2:6.328857479987562 3:-2.2962647343193034 4:2.943866871250477 5:-1.661496345631917 6:-0.34335880166553334 7:1.8251793881883822 8:2.3176717104683986 9:5.995891541746259 10:-3.609722489111654 11:-0.8315553706012486 12:-0.6839324254730248 
1:-107.95024909339674 2:3.193288053127061 3:-8.46852706266716 4:-0.27652322179500244 5:-2.9509206309084277 6:-0.6550333211013704 7:0.47304641526592484 8:0.4266747345640969 9:4.6619065162181395 10:-0.918777021737625 11:1.1412258466770702 12:-0.3196582940091992 
1:-106.32889647291796 2:4.296563823363865 3:-7.8003137689052995 4:-1.9595896916108773 5:-2.8694418973107534 6:1.0703437846654564 7:0.613686068085304 8:2.937622497203874 9:6.322970232787538 10:0.07285399065369447 11:-0.5520709785106104 12:1.9444434671532012 
1:-94.43557609568681 2:8.940100252869684 3:-0.10700664426422701 4:2.6231556741545674 5:1.969762938529009 6:-1.4177761896798686 7:0.41503844859941674 8:1.2769457201708971 9:1.4575166012861094 10:-0.2906236785076337 11:-2.9497629912879013 12:-0.44938598552601405 
1:-98.4705951131021 2:5.914946436816274 3:-2.000253550590661 4:1.41819660259269 5:1.5844205006310608 6:1.5671387738046443 7:2.9415224569774527 8:2.209600571548597 9:3.1188288085397864 10:0.6626161442153053 11:0.9057790593839234 12:3.7970522756918874 
1:-108.639569821468 2:4.285298051428893 3:-6.118046714658978 4:1.853288267874488 5:-2.463272089736336 6:0.7752833337403788 7:1.2489726561888839 8:3.1302477246774085 9:8.320170560545629 10:1.592319916121213 11:-1.2101356136148995 12:-0.8725027516716786 
1:-103.5264581236109 2:3.2237927609011185 3:-4.682941996268637 4:0.3600133677939312 5:2.761569950026054 6:0.13709681548455022 7:0.7816677182193135 8:2.127788798642598 9:3.1493818785035765 10:0.8234985516726958 11:-0.4231217310320923 12:1.379413886239902 
1:-110.9024731203561 2:-0.781999428102961 3:-6.587031030884981 4:0.18703426467807516 5:-0.7571318652643493 6:-1.5218661114334746 7:0.0732475983259917 8:1.4950299895826928 9:1.184405111100228 10:-0.556744925570146 11:-0.20381598752540464 12:0.05985408981893814 
1:-100.64295890992152 2:0.9311040048255057 3:-1.87294487513791 4:4.68792975336898 5:3.9496725099985777 6:3.2386419318977704 7:1.546186446903365 8:1.2173150265763062 9:2.69191902080135 10:-2.55760547958558 11:-0.4313145438035191 12:-1.6882091048291064 
1:-106.7832177295949 2:2.4681453387296477 3:-4.970624205919332 4:4.039084581903667 5:1.211156047731686 6:-2.1013389946081453 7:-1.7792759456827452 8:-0.5576895394945613 9:3.9260949279342428 10:-2.5093568925481673 11:-2.275918024283503 12:-0.008319150268870423 
1:-94.44092899607993 2:7.267771862340954 3:-3.147095203016473 4:3.0557892643593574 5:1.0597645861008256 6:0.05423370571338593 7:0.5742038545274726 8:1.1237406827753316 9:2.255633037299209 10:0.3846234068118273 11:-1.039254781236767 12:1.8250761067590613 
1:-105.48924105769039 2:3.9379950475023815 3:-0.22393110959260154 4:4.544909763683236 5:1.4945551729809656 6:3.1890363524653895 7:0.8855412049870188 8:1.0090548117291123 9:2.4372344200830787 10:-2.289692193876107 11:-2.2185575101907995 12:-2.385434388822028 
1:-107.22054723121931 2:2.033668449518051 3:-3.9602048887093106 4:5.318771898555122 5:-1.8568789801052308 6:-1.162667729816841 7:0.14064500667409652 8:1.2741086051485082 9:4.667842483435994 10:-0.4877182718647126 11:-2.2012523855983837 12:-1.9468264542098268 
1:-98.26613408342155 2:7.952385527493401 3:-0.9694159037434873 4:1.6911185031250975 5:2.035596343162202 6:2.199996544986318 7:1.192150105043328 8:0.16436797318750074 9:3.376080388970895 10:0.30655103530433436 11:-1.442391219093622 12:-0.8738843017545821 
1:-102.28307396725178 2:8.040399897845447 3:-5.758573805697876 4:0.9077430160139688 5:-2.9017103156576955 6:2.2816166739729504 7:1.510927106053214 8:-0.07028838573735285 9:5.47033914471584 10:-0.26791703783424037 11:-1.7812406710763773 12:-0.2762694859915955 
1:-104.8286593019696 2:-0.24869050274314297 3:-5.384358526620771 4:-3.190766242687359 5:-4.154257714513577 6:-0.7882239126866386 7:-0.2298225989780649 8:0.10320642535654478 9:4.546742225692338 10:0.2223370743279962 11:-1.3491441284580443 12:0.7229930749821132 
1:-105.09043191411504 2:4.177026738610582 3:-3.8841466738215824 4:0.31044701860861146 5:-3.7412531084295217 6:-0.19086847220180214 7:1.1180903965334505 8:2.479364847721201 9:4.903657145950467 10:-1.3958629963311555 11:-4.485721051063262 12:-2.4955288319353985 
1:-98.89953156185668 2:5.342376843333367 3:-6.616782977911328 4:1.8249371807255064 5:-0.8594867787166276 6:0.8712704117609089 7:0.5846359520786901 8:1.3234074125794333 9:4.508854799193399 10:-0.35168406315865886 11:0.29375205773507584 12:0.46189531815836693 
1:-103.55158689933815 2:6.1299810313281 3:-7.790368175955395 4:0.40682095309509503 5:-0.1046538126329839 6:1.4483596287426246 7:1.330578009958252 8:1.9297742795005464 9:3.9122796469666117 10:-3.0106015217237467 11:-3.07980659574485 12:1.4277206822074469 
1:-106.05189116858043 2:5.0198281294776645 3:-7.517859904891106 4:0.8007733421942076 5:-1.952895095319803 6:-3.053942102568441 7:-1.4610045097757531 8:1.2367260167805911 9:3.2677433379134513 10:-3.7463124305406628 11:-5.145109961828323 12:-0.4102904125731044 
1:-109.45250467867879 2:4.242303009360448 3:-5.396337572758739 4:1.19822960479098 5:1.9685296369443206 6:2.3755910528614876 7:1.6026169678461182 8:2.5200623726006297 9:2.5147234943899446 10:-4.9318981578626175 11:-4.6747180675247275 12:-0.26245247482849354 
1:-88.04689834661134 2:2.0873086278910873 3:-7.082448687095075 4:-2.5370677181922727 5:-0.12657161857825816 6:-0.28983509440645117 7:0.4547843601865553 8:-0.14013510573802535 9:-0.003633223207116565 10:-1.8491082358446311 11:-1.307577161001345 12:-0.13695180697657605 
1:-102.65917491880785 2:6.156351205604532 3:-7.023412796088186 4:1.9209215485944422 5:-0.4815894903531359 6:-0.8340093071643699 7:0.8797328905851649 8:-0.5695099293068866 9:3.6057499494777088 10:-2.8255524807158583 11:-0.3349468411738763 12:0.7376872599587911 
1:-99.58577686740378 2:6.314730175780392 3:-5.135440245464222 4:2.1193926208798337 5:-0.17024732999450531 6:-1.7189735776778425 7:0.09968432701771013 8:0.3672804782894432 9:1.7566507163700855 10:-1.0897666888169466 11:1.349152399110089 12:1.107746459826377 
1:-100.55760914089018 2:6.503126663178158 3:-5.761293032478804 4:3.507445814517525 5:1.047806273229468 6:-1.3169082099521665 7:0.35394211690935107 8:2.1741985924632865 9:4.158071768700625 10:-2.0174532121495066 11:-1.3877763699486476 12:-1.8306586044956235 
1:-96.76730250262251 2:8.070888222360677 3:-5.735067385207119 4:1.4947852671330861 5:1.1939585626114901 6:4.00023343514027 7:1.5137428617020605 8:-0.23193131901330188 9:0.4314361361477297 10:-1.2106250290027778 11:0.6191532077413493 12:0.43794661196205364 
1:-95.58325490750224 2:10.766564668298553 3:-6.2883093467293785 4:1.903028643075963 5:-2.396400852218922 6:1.9999964560894945 7:0.03586728450468479 8:-1.867798871133528 9:0.4034832270868849 10:-5.126013133637151 11:0.6203721022903785 12:-1.452249975661719 
1:-97.0347211488586 2:7.501961699801784 3:-7.111227531624792 4:0.2880386205298757 5:-1.17167833145459 6:0.43485578062598984 7:-1.3498514699991073 8:-2.437681623191927 9:3.0967853347599155 10:-0.887284644036082 11:0.48987086950977377 12:1.8576912710818108 
1:-94.404062196315 2:8.184739340876904 3:-5.967022681041639 4:3.3612075731959847 5:1.0560487956590805 6:0.7441993069622259 7:-0.11070302513900954 8:0.21884149915071927 9:4.3958380424513575 10:-1.3486624068174091 11:0.025843399542127 12:0.684370863348081 
1:-97.39226910435758 2:8.053712952771878 3:-5.832111972991575 4:3.7392671757539553 5:3.3090609901893835 6:2.549030355641481 7:0.5318807034792403 8:0.013188756902615673 9:1.146231296336691 10:0.43182202489494825 11:0.8624577885515388 12:2.425643166370186 
1:-98.7537696100737 2:6.797324855538361 3:-6.956905582269141 4:2.595451438110471 5:-2.217989202408678 6:-0.7413389579659495 7:-1.9877135588510821 8:0.4843643991973807 9:3.5813811580890396 10:-1.0403155936232071 11:-1.1845066435946259 12:-1.3096330624795436 
1:-95.30484609766944 2:10.01102185574731 3:-8.597718092548604 4:0.9037880313374562 5:-0.6000123343178023 6:-0.8270620752935605 7:-0.2202813767845564 8:-3.357008701496845 9:1.5948588574499079 10:-2.341464030358077 11:-0.8061476547206561 12:1.5405666248414285 
1:-99.4508345268092 2:6.777808705068154 3:-9.031956944223651 4:1.9434754709854536 5:2.772399569505165 6:3.878467256078903 7:0.5183308274811131 8:-0.273384977460974 9:2.957015824904792 10:-2.082380458991512 11:1.4052683013962608 12:3.3201060740626454 
1:-99.72001227173082 2:6.258100833406886 3:-4.5676279829920485 4:4.193635320077101 5:0.6485087477544136 6:2.0402950032271323 7:-0.3131532908360293 8:-1.2597567424360911 9:2.6138127442760477 10:-1.5833822770390689 11:-0.8242900803975344 12:1.0105933140557393 
1:-104.54275744025534 2:0.6078568777506952 3:-10.330773674676232 4:0.062319906500688305 5:1.1491640448499472 6:0.7390372750454928 7:3.2015840846225085 8:3.2533888410505036 9:5.2083123086738 10:0.5385441464025869 11:-1.1626571489160074 12:0.8222498259842532 
1:-97.70380164392581 2:4.073233885930245 3:-9.508330916012257 4:-0.4951918771745243 5:1.5200890084871168 6:0.3558361383852815 7:-0.03785751695972461 8:1.2549418329625603 9:5.372762634280575 10:-1.1710678134453887 11:-0.9951179746159848 12:1.471168679550813 
1:-101.20431472331941 2:3.526538032101972 3:-6.952209399147735 4:2.4812458497381193 5:-0.5225130280170753 6:1.6090341033649311 7:1.949244008129913 8:-1.7801471487639238 9:-0.14540741970518267 10:-4.495414594369917 11:-1.536053812926807 12:2.7192833125027427 
1:-100.75114348156112 2:4.875168334237566 3:-6.894913235794929 4:2.641547957390884 5:-1.0752654900215828 6:-0.16511780235227125 7:3.5747835663322425 8:3.7489464907655377 9:2.2493099739086304 10:-1.8421379392998354 11:0.6261410235987976 12:3.6128082928717387 
1:-99.26292311321104 2:6.232886797923712 3:-6.695017450086793 4:1.360389653079761 5:-1.650248454082548 6:1.67381462330464 7:1.7514116217661782 8:1.8877573096902607 9:0.44333699332964116 10:-3.0967213161511697 11:-0.979181428572037 12:1.0438485832090163 
1:-96.96983972926044 2:8.672027588648863 3:-4.192650258589124 4:2.1413510128751367 5:2.1464060900358697 6:2.984020002060177 7:3.6215685544482694 8:1.7339773236476883 9:1.3683120037798706 10:-3.490666885342899 11:0.10990051109597232 12:1.7543332046380546 
1:-103.94965721901002 2:4.450568817086413 3:-7.384755043041281 4:0.8183970355346681 5:-2.336481915596859 6:4.631512808111879 7:4.4051641889995885 8:0.2939635908287608 9:1.409948240307128 10:-3.442087230214691 11:-0.4099128126373035 12:1.0493927923360244 
